Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
61,Cyprus,Western Europe,39,38,327,22,8.38,37
62,Cuba,Latin America,38,37,459,131,12.08,34
63,Bangladesh,Asiatic Region,37,37,333,44,9,39
64,Estonia,Eastern Europe,37,37,119,66,3.22,26
65,Latvia,Eastern Europe,37,37,182,79,4.92,17
66,Lebanon,Middle East,32,32,285,34,8.91,36
67,Indonesia,Asiatic Region,24,24,147,41,6.13,40
68,Iceland,Western Europe,21,19,1136,61,54.1,35
69,Ukraine,Eastern Europe,21,20,77,27,3.67,30
70,Morocco,Africa,20,20,183,88,9.15,36
71,Puerto Rico,Latin America,15,14,111,11,7.4,12
72,Kuwait,Middle East,14,14,87,5,6.21,35
73,Nigeria,Africa,13,13,49,5,3.77,24
74,Qatar,Middle East,13,13,236,13,18.15,62
75,Georgia,Eastern Europe,11,11,23,19,2.09,16
76,Bahrain,Middle East,10,10,88,1,8.8,16
77,Ethiopia,Africa,10,10,204,9,20.4,11
78,Uganda,Africa,9,9,71,9,7.89,13
79,Iraq,Middle East,9,9,90,1,10,34
80,Costa Rica,Latin America,8,8,26,2,3.25,13
81,Oman,Middle East,8,8,417,2,52.13,27
82,Trinidad and Tobago,Latin America,8,8,46,4,5.75,11
83,Palestine,Middle East,7,7,13,2,1.86,32
84,Libya,Africa,7,7,17,1,2.43,13
85,Macedonia,Eastern Europe,7,7,11,2,1.57,19
86,Peru,Latin America,6,6,2,0,0.33,18
87,Panama,Latin America,6,6,26,4,4.33,8
88,Albania,Eastern Europe,5,5,38,9,7.6,11
89,Syrian Arab Republic,Middle East,5,5,90,0,18,14
90,Ecuador,Latin America,5,5,5,2,1,26
91,Bosnia and Herzegovina,Eastern Europe,4,4,721,2,180.25,20
92,Belarus,Eastern Europe,4,4,18,3,4.5,20
93,Fiji,Pacific Region,4,3,39,12,9.75,17
94,Montenegro,Eastern Europe,4,4,3,1,0.75,10
95,Uruguay,Latin America,4,4,1222,10,305.5,17
96,Kenya,Africa,4,4,6,0,1.5,11
97,Namibia,Africa,4,4,94,19,23.5,12
98,Afghanistan,Asiatic Region,4,4,2,2,0.5,6
99,El Salvador,Latin America,4,3,14,2,3.5,5
100,Jamaica,Latin America,3,3,39,0,13,9
101,Sri Lanka,Asiatic Region,3,3,13,1,4.33,20
102,Mongolia,Asiatic Region,3,3,11,0,3.67,6
103,Malta,Western Europe,3,3,1,0,0.33,26
104,Ghana,Africa,3,3,5,1,1.67,14
105,Philippines,Asiatic Region,3,3,10,0,3.33,25
106,Armenia,Eastern Europe,3,3,0,0,0,8
107,Nepal,Asiatic Region,2,2,0,0,0,10
108,Sudan,Africa,2,2,25,0,12.5,13
109,Botswana,Africa,2,2,38,0,19,11
110,Benin,Africa,2,2,2,0,1,5
111,Tanzania,Africa,2,2,1,0,0.5,8
112,Liechtenstein,Western Europe,2,1,3,0,1.5,9
113,Azerbaijan,Eastern Europe,2,2,33,11,16.5,27
114,Yemen,Middle East,2,2,51,0,25.5,17
115,Paraguay,Latin America,2,2,0,0,0,10
116,Senegal,Africa,1,1,4,1,4,9
117,New Caledonia,Pacific Region,1,1,10,0,10,5
118,Mozambique,Africa,1,1,3,0,3,2
119,Kazakhstan,Asiatic Region,1,1,1,0,1,18
120,Mauritius,Africa,1,1,0,0,0,9
121,Guadeloupe,Latin America,1,1,3,1,3,3
122,Myanmar,Asiatic Region,1,1,1,0,1,11
123,Madagascar,Africa,1,1,0,0,0,3
124,Zimbabwe,Africa,1,1,1,0,1,6
125,North Korea,Asiatic Region,1,1,3,1,3,8
126,Cameroon,Africa,1,1,1,1,1,13
127,Belize,Latin America,1,1,22,0,22,2
128,Grenada,Latin America,1,1,0,0,0,0
129,Laos,Asiatic Region,1,1,5,2,5,3
130,Kyrgyzstan,Asiatic Region,1,1,1,0,1,3
131,Bahamas,Latin America,1,1,8,1,8,1
132,Bolivia,Latin America,1,1,0,0,0,5
133,Brunei Darussalam,Asiatic Region,1,1,16,3,16,12
