Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
121,Liechtenstein,Western Europe,1,1,0,0,0,9
122,Myanmar,Asiatic Region,1,1,0,0,0,11
123,Christmas Island,Pacific Region,1,1,0,0,0,0
124,Côte d’Ivoire,Africa,1,1,42,0,42,3
125,Mauritius,Africa,1,1,2,0,2,9
126,Bolivia,Latin America,1,1,6,0,6,5
127,Malawi,Africa,1,1,0,0,0,3
128,Benin,Africa,1,1,3,0,3,5
129,Zimbabwe,Africa,1,1,0,0,0,6
130,Barbados,Latin America,1,1,43,1,43,4
131,Senegal,Africa,1,1,2,2,2,9
132,El Salvador,Latin America,1,1,2,0,2,5
