Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
51,Saudi Arabia,Middle East,37,37,593,86,16.03,105
52,Tunisia,Africa,34,34,293,98,8.62,49
53,United Arab Emirates,Middle East,33,32,455,30,13.79,51
54,Lithuania,Eastern Europe,32,31,284,82,8.88,40
55,Chile,Latin America,32,32,837,137,26.16,64
56,Colombia,Latin America,28,27,364,57,13,45
57,Jordan,Middle East,25,25,287,26,11.48,56
58,Venezuela,Latin America,25,25,233,13,9.32,30
59,Morocco,Africa,23,23,134,24,5.83,36
60,Viet Nam,Asiatic Region,22,22,424,73,19.27,56
61,Cyprus,Western Europe,21,20,187,32,8.9,37
62,Estonia,Eastern Europe,20,20,102,54,5.1,26
63,Luxembourg,Western Europe,19,19,173,49,9.11,40
64,Belarus,Eastern Europe,16,16,80,14,5,20
65,Oman,Middle East,14,14,252,14,18,27
66,Macao,Asiatic Region,12,12,68,8,5.67,67
67,Puerto Rico,Latin America,12,12,42,5,3.5,12
68,Trinidad and Tobago,Latin America,11,10,30,1,2.73,11
69,Latvia,Eastern Europe,11,11,121,16,11,17
70,Kuwait,Middle East,10,10,257,2,25.7,35
71,Indonesia,Asiatic Region,10,10,52,14,5.2,40
72,Lebanon,Middle East,10,10,52,4,5.2,36
73,Cuba,Latin America,9,9,19,4,2.11,34
74,Macedonia,Eastern Europe,9,9,29,9,3.22,19
75,Iceland,Western Europe,8,8,77,9,9.63,35
76,Nigeria,Africa,7,7,31,4,4.43,24
77,Iraq,Middle East,7,7,18,6,2.57,34
78,Bosnia and Herzegovina,Eastern Europe,6,6,9,5,1.5,20
79,Malta,Western Europe,6,6,57,5,9.5,26
80,Bangladesh,Asiatic Region,6,6,13,0,2.17,39
81,Myanmar,Asiatic Region,5,5,11,0,2.2,11
82,Ghana,Africa,5,5,7,0,1.4,14
83,Qatar,Middle East,5,5,83,8,16.6,62
84,Sri Lanka,Asiatic Region,4,4,24,4,6,20
85,Nepal,Asiatic Region,4,4,15,0,3.75,10
86,Philippines,Asiatic Region,4,4,91,4,22.75,25
87,Fiji,Pacific Region,4,4,16,2,4,17
88,Bahrain,Middle East,4,4,28,3,7,16
89,Uruguay,Latin America,4,4,37,9,9.25,17
90,Georgia,Eastern Europe,3,3,7,0,2.33,16
91,Palestine,Middle East,3,3,14,3,4.67,32
92,Bhutan,Asiatic Region,3,3,18,0,6,4
93,Kenya,Africa,3,3,3,0,1,11
94,Costa Rica,Latin America,3,3,5,0,1.67,13
95,Jamaica,Latin America,3,3,136,9,45.33,9
96,Senegal,Africa,3,3,18,0,6,9
97,Cameroon,Africa,2,2,5,2,2.5,13
98,Mongolia,Asiatic Region,2,2,2,0,1,6
99,Azerbaijan,Eastern Europe,2,2,192,1,96,27
100,Rwanda,Africa,2,2,0,0,0,9
101,Montenegro,Eastern Europe,1,1,0,0,0,10
102,Syrian Arab Republic,Middle East,1,1,0,0,0,14
103,Botswana,Africa,1,1,0,0,0,11
104,Bolivia,Latin America,1,1,1,0,1,5
105,Moldova,Eastern Europe,1,1,4,4,4,7
106,Yemen,Middle East,1,1,3,2,3,17
107,Monaco,Western Europe,1,1,1,0,1,1
108,Uganda,Africa,1,1,0,0,0,13
109,Liechtenstein,Western Europe,1,1,10,0,10,9
110,Niger,Africa,1,1,4,1,4,2
111,Maldives,Asiatic Region,1,1,1,0,1,4
112,North Korea,Asiatic Region,1,1,7,0,7,8
113,Cambodia,Asiatic Region,1,1,22,0,22,3
114,Libya,Africa,1,1,0,0,0,13
115,Peru,Latin America,1,1,0,0,0,18
116,Mauritius,Africa,1,1,0,0,0,9
117,Martinique,Latin America,1,1,6,0,6,2
118,Afghanistan,Asiatic Region,1,1,3,3,3,6
119,Andorra,Western Europe,1,1,0,0,0,1
120,Guatemala,Latin America,1,1,0,0,0,5
121,Madagascar,Africa,1,1,5,2,5,3
122,Albania,Eastern Europe,1,1,0,0,0,11
123,Sudan,Africa,1,1,8,0,8,13
124,Ecuador,Latin America,1,1,2,1,2,26
