Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
57,Qatar,Middle East,80,78,1644,282,20.55,62
58,Macao,Asiatic Region,76,76,3678,198,48.39,67
59,Lithuania,Eastern Europe,70,70,324,71,4.63,40
60,Bulgaria,Eastern Europe,65,62,261,58,4.02,35
61,Croatia,Eastern Europe,64,63,926,138,14.47,44
62,Luxembourg,Western Europe,62,61,578,67,9.32,40
63,Latvia,Eastern Europe,59,59,132,71,2.24,17
64,Sri Lanka,Asiatic Region,59,56,173,54,2.93,20
65,Estonia,Eastern Europe,53,51,331,70,6.25,26
66,Cuba,Latin America,52,52,450,91,8.65,34
67,Philippines,Asiatic Region,51,51,288,68,5.65,25
68,Jordan,Middle East,40,40,798,72,19.95,56
69,Iraq,Middle East,39,39,282,52,7.23,34
70,Venezuela,Latin America,38,38,153,24,4.03,30
71,Cyprus,Western Europe,35,34,324,64,9.26,37
72,Kazakhstan,Asiatic Region,34,33,83,51,2.44,18
73,Bangladesh,Asiatic Region,31,30,395,60,12.74,39
74,Lebanon,Middle East,31,31,275,27,8.87,36
75,Macedonia,Eastern Europe,30,27,100,23,3.33,19
76,Nigeria,Africa,28,28,69,7,2.46,24
77,Kuwait,Middle East,26,26,459,10,17.65,35
78,Ecuador,Latin America,22,22,162,15,7.36,26
79,Bosnia and Herzegovina,Eastern Europe,20,20,218,13,10.9,20
80,Namibia,Africa,19,19,42,14,2.21,12
81,Uruguay,Latin America,18,18,21,3,1.17,17
82,Oman,Middle East,18,18,160,7,8.89,27
83,Costa Rica,Latin America,15,15,50,14,3.33,13
84,Iceland,Western Europe,15,14,195,16,13,35
85,Peru,Latin America,12,11,129,13,10.75,18
86,Bahrain,Middle East,11,11,156,6,14.18,16
87,Malta,Western Europe,9,9,88,23,9.78,26
88,Brunei Darussalam,Asiatic Region,9,9,36,9,4,12
89,Kenya,Africa,9,9,19,3,2.11,11
90,Panama,Latin America,8,8,12,6,1.5,8
91,Libya,Africa,8,8,23,10,2.88,13
92,Azerbaijan,Eastern Europe,8,8,80,35,10,27
93,Nepal,Asiatic Region,8,8,23,4,2.88,10
94,Belarus,Eastern Europe,8,8,30,1,3.75,20
95,Ghana,Africa,7,7,36,6,5.14,14
96,Fiji,Pacific Region,6,6,64,42,10.67,17
97,Palestine,Middle East,6,6,36,8,6,32
98,Albania,Eastern Europe,5,5,38,9,7.6,11
99,Cameroon,Africa,5,5,17,4,3.4,13
100,Senegal,Africa,5,5,50,4,10,9
101,Syrian Arab Republic,Middle East,4,4,13,1,3.25,14
102,Puerto Rico,Latin America,4,4,2,0,0.5,12
103,Trinidad and Tobago,Latin America,4,4,0,0,0,11
104,Montenegro,Eastern Europe,4,4,104,31,26,10
105,Ethiopia,Africa,4,4,8,1,2,11
106,Sudan,Africa,3,3,32,0,10.67,13
107,Paraguay,Latin America,3,3,3,0,1,10
108,Swaziland,Africa,3,3,8,0,2.67,4
109,Botswana,Africa,3,3,0,0,0,11
110,Uganda,Africa,3,3,48,0,16,13
111,Armenia,Eastern Europe,3,3,8,6,2.67,8
112,Guatemala,Latin America,2,2,1,1,0.5,5
113,North Korea,Asiatic Region,2,2,9,0,4.5,8
114,Zimbabwe,Africa,2,2,0,0,0,6
115,Dominican Republic,Latin America,2,2,0,0,0,2
116,Moldova,Eastern Europe,2,2,6,5,3,7
117,Madagascar,Africa,2,2,0,0,0,3
118,Tanzania,Africa,2,2,10,2,5,8
119,Yemen,Middle East,2,2,61,4,30.5,17
120,Mauritius,Africa,2,2,7,1,3.5,9
121,Bolivia,Latin America,2,2,1,1,0.5,5
122,Angola,Africa,2,2,0,0,0,2
123,Jamaica,Latin America,2,2,0,0,0,9
124,Georgia,Eastern Europe,2,2,2,0,1,16
125,Mozambique,Africa,1,1,1,0,1,2
126,Guadeloupe,Latin America,1,1,2,0,2,3
127,Reunion,Africa,1,1,26,0,26,1
128,Cambodia,Asiatic Region,1,1,0,0,0,3
129,Rwanda,Africa,1,1,2,0,2,9
130,Laos,Asiatic Region,1,1,1,0,1,3
131,Liechtenstein,Western Europe,1,1,0,0,0,9
132,Mongolia,Asiatic Region,1,1,2,0,2,6
133,Liberia,Africa,1,1,0,0,0,1
134,Guyana,Latin America,1,1,1,0,1,1
135,Papua New Guinea,Pacific Region,1,1,13,6,13,8
