Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
43,Colombia,Latin America,122,120,1026,105,8.41,45
44,Russian Federation,Eastern Europe,121,118,811,307,6.7,62
45,Egypt,Africa/Middle East,112,112,3242,187,28.95,83
46,Viet Nam,Asiatic Region,99,96,583,112,5.89,56
47,Slovenia,Eastern Europe,98,98,1759,265,17.95,82
48,Bulgaria,Eastern Europe,95,95,268,64,2.82,35
49,Chile,Latin America,92,91,1478,273,16.07,64
50,Tunisia,Africa,90,89,662,250,7.36,49
51,Pakistan,Asiatic Region,90,90,1100,191,12.22,72
52,Algeria,Africa,74,74,787,161,10.64,55
53,Ukraine,Eastern Europe,73,71,289,207,3.96,30
54,Estonia,Eastern Europe,66,65,754,132,11.42,26
55,Latvia,Eastern Europe,61,61,256,115,4.2,17
56,Argentina,Latin America,58,58,860,119,14.83,47
57,United Arab Emirates,Middle East,58,57,786,62,13.55,51
58,Jordan,Middle East,56,56,804,93,14.36,56
59,Luxembourg,Western Europe,54,54,1324,146,24.52,40
60,Lithuania,Eastern Europe,53,53,746,125,14.08,40
61,Macao,Asiatic Region,49,47,955,109,19.49,67
62,Indonesia,Asiatic Region,49,49,613,64,12.51,40
63,Bangladesh,Asiatic Region,46,46,490,52,10.65,39
64,Cyprus,Western Europe,38,37,646,63,17,37
65,Croatia,Eastern Europe,34,34,237,34,6.97,44
66,Lebanon,Middle East,32,31,451,37,14.09,36
67,Nigeria,Africa,28,28,123,21,4.39,24
68,Iceland,Western Europe,28,28,803,143,28.68,35
69,Cuba,Latin America,28,28,593,35,21.18,34
70,Bosnia and Herzegovina,Eastern Europe,24,24,191,9,7.96,20
71,Qatar,Middle East,21,21,241,49,11.48,62
72,Morocco,Africa,21,21,271,49,12.9,36
73,Macedonia,Eastern Europe,19,19,142,17,7.47,19
74,Kuwait,Middle East,17,17,137,12,8.06,35
75,Iraq,Middle East,15,15,120,16,8,34
76,Venezuela,Latin America,14,14,81,5,5.79,30
77,Peru,Latin America,14,14,51,12,3.64,18
78,Uruguay,Latin America,14,14,190,18,13.57,17
79,Philippines,Asiatic Region,13,13,75,16,5.77,25
80,Oman,Middle East,12,12,116,6,9.67,27
81,Puerto Rico,Latin America,12,12,110,4,9.17,12
82,Sri Lanka,Asiatic Region,9,9,7,1,0.78,20
83,Albania,Eastern Europe,8,8,42,0,5.25,11
84,Belarus,Eastern Europe,8,8,67,5,8.38,20
85,Trinidad and Tobago,Latin America,8,8,100,1,12.5,11
86,Malta,Western Europe,7,7,90,9,12.86,26
87,Uganda,Africa,7,7,71,10,10.14,13
88,Myanmar,Asiatic Region,6,6,17,0,2.83,11
89,Ghana,Africa,6,6,28,4,4.67,14
90,Paraguay,Latin America,6,6,25,3,4.17,10
91,Senegal,Africa,6,6,22,0,3.67,9
92,Syrian Arab Republic,Middle East,5,5,51,0,10.2,14
93,Ecuador,Latin America,5,5,39,0,7.8,26
94,Palestine,Middle East,5,5,21,0,4.2,32
95,Armenia,Eastern Europe,4,4,31,5,7.75,8
96,Moldova,Eastern Europe,4,4,18,3,4.5,7
97,Libya,Africa,4,4,42,2,10.5,13
98,Kazakhstan,Asiatic Region,4,4,13,0,3.25,18
99,Costa Rica,Latin America,4,4,23,6,5.75,13
100,Sudan,Africa,4,4,3,1,0.75,13
101,Bahrain,Middle East,4,4,18,0,4.5,16
102,Azerbaijan,Eastern Europe,4,4,265,45,66.25,27
103,Yemen,Middle East,3,3,32,0,10.67,17
104,Fiji,Pacific Region,2,2,32,15,16,17
105,Ethiopia,Africa,2,2,13,4,6.5,11
106,Brunei Darussalam,Asiatic Region,2,2,9,7,4.5,12
107,Jamaica,Latin America,2,2,65,3,32.5,9
108,Nepal,Asiatic Region,2,2,1,1,0.5,10
109,Mongolia,Asiatic Region,2,2,0,0,0,6
110,Georgia,Eastern Europe,2,2,10,2,5,16
111,Montenegro,Eastern Europe,1,1,0,0,0,10
112,Barbados,Latin America,1,1,0,0,0,4
113,Tajikistan,Asiatic Region,1,1,2,0,2,2
114,Turkmenistan,Asiatic Region,1,1,32,10,32,1
115,New Caledonia,Pacific Region,1,1,6,2,6,5
116,Tanzania,Africa,1,1,26,0,26,8
117,Guatemala,Latin America,1,1,6,6,6,5
118,Namibia,Africa,1,1,4,0,4,12
119,Honduras,Latin America,1,1,44,1,44,6
120,Laos,Asiatic Region,1,1,0,0,0,3
121,Afghanistan,Asiatic Region,1,1,0,0,0,6
122,Dominican Republic,Latin America,1,1,0,0,0,2
123,Uzbekistan,Asiatic Region,1,1,0,0,0,9
124,French Polynesia,Pacific Region,1,1,0,0,0,1
125,Haïti,Latin America,1,1,0,0,0,1
126,Cameroon,Africa,1,1,8,3,8,13
127,Panama,Latin America,1,1,22,0,22,8
128,Botswana,Africa,1,1,1,0,1,11
129,Mozambique,Africa,1,1,2,0,2,2
130,Bolivia,Latin America,1,1,3,0,3,5
131,Kyrgyzstan,Asiatic Region,1,1,0,0,0,3
