Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
45,Czech Republic,Eastern Europe,517,482,1187,364,2.3,89
46,Philippines,Asiatic Region,504,503,410,244,0.81,25
47,Ukraine,Eastern Europe,490,479,662,519,1.35,30
48,Ireland,Western Europe,489,477,1486,299,3.04,78
49,Iraq,Middle East,474,468,1059,357,2.23,34
50,Norway,Western Europe,467,450,1134,268,2.43,72
51,Bulgaria,Eastern Europe,453,425,382,204,0.84,35
52,Sri Lanka,Asiatic Region,416,412,314,123,0.75,20
53,Israel,Middle East,415,385,1071,224,2.58,168
54,Hungary,Eastern Europe,399,384,542,211,1.36,69
55,New Zealand,Pacific Region,387,374,1415,242,3.66,87
56,Colombia,Latin America,372,365,396,72,1.06,45
57,Argentina,Latin America,325,321,231,66,0.71,47
58,Ecuador,Latin America,313,311,271,67,0.87,26
59,Jordan,Middle East,292,273,1725,298,5.91,56
60,Peru,Latin America,284,284,235,110,0.83,18
61,Qatar,Middle East,255,252,993,190,3.89,62
62,Slovakia,Eastern Europe,246,237,359,118,1.46,57
63,Chile,Latin America,211,207,590,105,2.8,64
64,Nigeria,Africa,204,202,591,125,2.9,24
65,Serbia,Eastern Europe,199,194,433,126,2.18,56
66,Uzbekistan,Asiatic Region,198,198,264,239,1.33,9
67,Kazakhstan,Asiatic Region,197,197,378,97,1.92,18
68,Croatia,Eastern Europe,177,173,290,71,1.64,44
69,Macao,Asiatic Region,159,157,769,71,4.84,67
70,Estonia,Eastern Europe,140,137,278,82,1.99,26
71,Cyprus,Western Europe,131,117,290,45,2.21,37
72,Lithuania,Eastern Europe,128,111,146,44,1.14,40
73,Slovenia,Eastern Europe,123,118,532,96,4.33,82
74,Myanmar,Asiatic Region,117,110,104,7,0.89,11
75,Oman,Middle East,113,109,174,56,1.54,27
76,Lebanon,Middle East,111,107,301,41,2.71,36
77,Latvia,Eastern Europe,105,100,88,52,0.84,17
78,Bahrain,Middle East,103,98,122,25,1.18,16
79,Libya,Africa,93,93,117,38,1.26,13
80,Luxembourg,Western Europe,91,86,176,52,1.93,40
81,Bosnia and Herzegovina,Eastern Europe,74,73,85,18,1.15,20
82,Kuwait,Middle East,60,60,267,44,4.45,35
83,Mauritius,Africa,58,57,24,7,0.41,9
84,Palestine,Middle East,56,51,459,52,8.2,32
85,Malta,Western Europe,55,47,114,17,2.07,26
86,Kenya,Africa,51,51,53,12,1.04,11
87,Ethiopia,Africa,48,48,70,22,1.46,11
88,Macedonia,Eastern Europe,39,37,59,8,1.51,19
89,Paraguay,Latin America,38,37,11,6,0.29,10
90,Brunei Darussalam,Asiatic Region,38,37,48,6,1.26,12
91,Ghana,Africa,37,37,116,13,3.14,14
92,Venezuela,Latin America,34,33,60,9,1.76,30
93,Namibia,Africa,33,33,32,12,0.97,12
94,Senegal,Africa,33,33,30,6,0.91,9
95,Yemen,Middle East,32,32,106,27,3.31,17
96,Costa Rica,Latin America,32,32,21,8,0.66,13
97,Uruguay,Latin America,32,30,40,15,1.25,17
98,Cuba,Latin America,32,26,55,9,1.72,34
99,Belarus,Eastern Europe,31,31,13,1,0.42,20
100,Azerbaijan,Eastern Europe,26,25,68,6,2.62,27
101,Nepal,Asiatic Region,26,26,53,9,2.04,10
102,Sudan,Africa,23,21,40,2,1.74,13
103,Cameroon,Africa,23,21,239,25,10.39,13
104,Albania,Eastern Europe,23,19,22,4,0.96,11
105,Uganda,Africa,23,23,57,11,2.48,13
106,Puerto Rico,Latin America,21,21,8,5,0.38,12
107,Fiji,Pacific Region,21,20,64,30,3.05,17
108,Tanzania,Africa,20,20,29,3,1.45,8
109,Syrian Arab Republic,Middle East,19,19,155,2,8.16,14
110,Afghanistan,Asiatic Region,19,19,79,2,4.16,6
111,Botswana,Africa,16,15,30,2,1.88,11
112,Georgia,Eastern Europe,16,15,70,8,4.38,16
113,Iceland,Western Europe,15,13,26,9,1.73,35
114,Honduras,Latin America,15,15,27,17,1.8,6
115,Rwanda,Africa,14,14,58,6,4.14,9
116,Zimbabwe,Africa,13,13,10,1,0.77,6
117,Moldova,Eastern Europe,13,13,1,1,0.08,7
118,Tajikistan,Asiatic Region,12,12,8,4,0.67,2
119,Panama,Latin America,10,10,5,0,0.5,8
120,Montenegro,Eastern Europe,10,10,38,5,3.8,10
121,Armenia,Eastern Europe,9,9,8,2,0.89,8
122,Mongolia,Asiatic Region,9,8,4,1,0.44,6
123,El Salvador,Latin America,7,7,8,0,1.14,5
124,Burkina Faso,Africa,6,6,1,1,0.17,3
125,Guatemala,Latin America,6,6,3,1,0.5,5
126,Kyrgyzstan,Asiatic Region,6,6,3,2,0.5,3
127,Maldives,Asiatic Region,6,6,19,8,3.17,4
128,Bolivia,Latin America,5,5,4,1,0.8,5
129,Jamaica,Latin America,5,5,23,0,4.6,9
130,Benin,Africa,4,4,1,1,0.25,5
131,Trinidad and Tobago,Latin America,4,4,6,0,1.5,11
132,Cambodia,Asiatic Region,4,4,2,0,0.5,3
133,North Korea,Asiatic Region,3,3,11,0,3.67,8
134,Mali,Africa,3,3,0,0,0,1
135,Malawi,Africa,3,2,2,0,0.67,3
136,Democratic Republic Congo,Africa,3,3,1,0,0.33,1
137,Mozambique,Africa,3,2,2,0,0.67,2
138,Papua New Guinea,Pacific Region,3,3,34,2,11.33,8
139,New Caledonia,Pacific Region,2,2,3,0,1.5,5
140,Swaziland,Africa,2,2,2,1,1,4
141,Niger,Africa,2,2,4,0,2,2
142,Dominican Republic,Latin America,2,2,0,0,0,2
143,Liechtenstein,Western Europe,2,2,5,3,2.5,9
144,Laos,Asiatic Region,2,2,0,0,0,3
145,Sierra Leone,Africa,2,2,11,0,5.5,1
146,Timor-Leste,Asiatic Region,1,1,1,0,1,1
147,Nicaragua,Latin America,1,1,0,0,0,1
148,Congo,Africa,1,0,2,0,2,1
149,Mauritania,Africa,1,1,6,0,6,1
150,Angola,Africa,1,1,0,0,0,2
151,Madagascar,Africa,1,1,0,0,0,3
152,Côte d’Ivoire,Africa,1,1,1,1,1,3
153,Vatican City State,Western Europe,1,0,1,0,1,1
154,British Indian Ocean Territory,Africa,1,1,0,0,0,0
155,Cape Verde,Africa,1,1,2,0,2,1
156,Guyana,Latin America,1,1,0,0,0,1
157,Zambia,Africa,1,1,1,0,1,5
158,Gambia,Africa,1,1,0,0,0,0
159,Burundi,Africa,1,1,0,0,0,4
160,Republic of South Sudan,Africa,1,1,1,0,1,1
161,Bermuda,Latin America,1,1,3,0,3,1
162,Reunion,Africa,1,1,0,0,0,1
163,Bhutan,Asiatic Region,1,1,0,0,0,4
164,French Polynesia,Pacific Region,1,1,4,1,4,1
